# Phase, Flux
-4.859688865989197915e-03,-5.344154757241925836e+03
-4.224684585363180922e-03,-5.414747451855106192e+03
-3.984321336901741617e-03,-5.529246719681357717e+03
-3.642120471562204642e-03,-5.720086913141631157e+03
-3.309445329149562909e-03,-5.772478168387995538e+03
-3.149740300508518942e-03,-5.698573085165970042e+03
-3.077376134415388265e-03,-5.862181877668293055e+03
-2.785545615629381189e-03,-6.024558338254882074e+03
-2.427747309134753451e-03,-5.898369533503755520e+03
-2.173565811771527301e-03,-5.875497695466802725e+03
-1.916527828084935159e-03,-6.175064575946742480e+03
-1.566035500447093831e-03,-6.145874273821072165e+03
-1.246454478742164973e-03,-6.049247227637221840e+03
-1.020156396468019366e-03,-6.266014757481896595e+03
-7.103898569252864448e-04,-6.195362704696561195e+03
-3.564960935775740580e-04,-6.233833365514195975e+03
-1.264567193046683968e-04,-6.278073027902620197e+03
1.534876460269519614e-04,-6.223779323400235626e+03
5.095326656775723499e-04,-6.360063719538345140e+03
8.134244355988511348e-04,-6.190505476987184920e+03
9.072160965410586446e-04,-6.164832669479758806e+03
1.040643955996899432e-03,-6.180897260426143475e+03
1.365355266782043242e-03,-6.229451356682958249e+03
1.712701969776001540e-03,-6.283296357599720977e+03
1.916380957704947544e-03,-6.166882886340818914e+03
2.225459278855798206e-03,-6.245680756934435522e+03
2.869983729346570547e-03,-6.058133431884660240e+03
3.104446664100434655e-03,-5.965387384862075123e+03
3.441506504439529202e-03,-5.998088264759227059e+03
3.779696948245999007e-03,-5.846368166554149866e+03
3.954771742491183274e-03,-5.806081383823325268e+03
4.017054509231496318e-03,-5.918833317724025619e+03
4.298882482148161203e-03,-5.794877534292974815e+03
5.170989253101823321e-03,-5.489722984286516294e+03
5.517645895564285766e-03,-5.422238192065220574e+03
5.844025346239407892e-03,-5.272202819363691560e+03
5.988230667620453480e-03,-5.135021074239687550e+03
6.072500969310934242e-03,-5.138276545248565526e+03
6.373491449325920447e-03,-5.075914452581820115e+03
6.729844849031656195e-03,-4.918813247415388105e+03
6.972264960619369359e-03,-4.786991888100166761e+03
7.239927803347760878e-03,-4.571360019243964416e+03
7.905548707404950678e-03,-4.357024724415236960e+03
8.016838067392830988e-03,-4.301297521344004963e+03
8.131539150032309621e-03,-4.208353779062145804e+03
8.449021854627548553e-03,-4.029581963557182917e+03
8.800076892569999240e-03,-4.056675305062040934e+03
9.017287952713406995e-03,-4.001952047131607287e+03
9.310917284572499397e-03,-3.756343180783549997e+03
9.668625261255028164e-03,-3.545363531742840223e+03
9.963896457390682485e-03,-3.569181759940365282e+03
1.019383105500868032e-02,-3.347280794850582424e+03
1.052505092491626097e-02,-3.308373155517352188e+03
1.086818137287094872e-02,-3.135700542304276041e+03
1.105791217912330780e-02,-3.053623785134407171e+03
1.138369151999377160e-02,-2.960247361595391794e+03
1.174280331080475130e-02,-2.665363073318216721e+03
1.201878390920694574e-02,-2.592705849225107613e+03
1.225903535601577908e-02,-2.627911005596450650e+03
1.260123844258023186e-02,-2.394539929086891789e+03
1.293385139069597699e-02,-2.189321539827759807e+03
1.309388701164101478e-02,-2.199017986686979839e+03
1.316599129442240848e-02,-2.150611527824142286e+03
1.345766632746635272e-02,-2.166494861059020877e+03
1.381564529358507085e-02,-1.890905532250575334e+03
1.406993415015118758e-02,-1.853605492048382530e+03
1.432680961421689200e-02,-1.792837419653747702e+03
1.467724678143666854e-02,-1.706752706995606786e+03
1.499686556396470291e-02,-1.473012413135021916e+03
1.522334097402567622e-02,-1.451655913571991960e+03
1.553281505229160177e-02,-1.270330479935299991e+03
1.588683209362058354e-02,-1.263097080596242677e+03
1.611707730139966266e-02,-1.137907157531148414e+03
1.639688802303389953e-02,-1.051710948604234090e+03
1.675282050062358932e-02,-1.045353515763625182e+03
1.705684998648784867e-02,-9.508549088386164385e+02
1.715084711073208354e-02,-8.961227090555912582e+02
1.728403507790015128e-02,-8.877566058563824072e+02
1.760863532744095725e-02,-7.331731611639469293e+02
1.795612678025670234e-02,-6.740533870956966211e+02
1.815995051800744012e-02,-6.049640223921848019e+02
1.846876599421335211e-02,-6.303112254611997969e+02
1.882754867353694100e-02,-4.939346797451227076e+02
1.934781446314237652e-02,-3.803640736365077260e+02
1.968478582469014582e-02,-4.582284192485852827e+02
2.002306178565475825e-02,-2.862059263346594662e+02
2.019829946972497361e-02,-2.286098289537852395e+02
2.026051708053527509e-02,-2.949765527386904864e+02
2.054217846158543082e-02,-2.720230448808313781e+02
2.090110478011836248e-02,-1.257313107458912782e+02
2.116666487216833925e-02,-1.407793540618706913e+02
2.141433595050733912e-02,-1.605837658793518585e+02
2.176092632642734684e-02,-1.911326333947638432e+02
2.208749198978881070e-02,-1.521212151001094526e+02
2.223187797079398398e-02,-1.861126190605411068e+01
2.231593318387459224e-02,-3.118363610332686164e+01
2.261685850795956687e-02,-2.622130943685796467e+01
2.297308603825505210e-02,-9.318677860925549794e+01
2.321578121152457694e-02,1.272077718206254815e+01
2.348325636075003497e-02,-1.108637943049162118e+02
2.383672142769465221e-02,-2.955127745707386566e+01
2.414904015463225501e-02,-4.275712872536807652e+00
2.426044723953913601e-02,9.078988767230455892e+00
2.437494359928488175e-02,-6.214031747864279254e+01
2.469238336019897659e-02,1.937500829973792804e+01
2.504333400057174794e-02,-3.584478969820281691e+01
2.526091859670028320e-02,-2.223972148918118563e+01
2.555423066360471354e-02,-2.387130986136742905e+01
2.591191679824252428e-02,-5.707630087825599219e+01
2.620725611194137106e-02,-5.027815744862440539e+01
2.643721033037920234e-02,-4.078444944244363768e+01
2.676833024516687976e-02,4.688948366693423964e+00
2.711153621476771608e-02,-2.023547593299479530e+01
2.730149987942903991e-02,-8.710442751291847685e+01
2.735596171334297305e-02,-1.648988650622129626e+02
2.762699231208496156e-02,-1.024800784138468828e+02
2.798610410289593953e-02,4.249050060023407127e+00
2.826225203357294116e-02,-8.402033053522828254e+01
2.850239241913743449e-02,-9.614427466386743504e+00
2.884451813303499576e-02,-1.087720732837471616e+02
2.933759280706989617e-02,-2.217490815059619536e+01
2.940951828124790252e-02,-8.541989653221281742e+01
2.970103708814147633e-02,-6.733434794281566838e+01
3.005895867261728499e-02,-2.011395698575668689e+01
3.031335451818211596e-02,-1.042159512480989036e+02
3.057022628020634319e-02,-1.104627958966597419e+02
3.092060865721224516e-02,-4.207714125181727383e+01
3.124026483035920523e-02,-4.809125613736142668e+01
3.177609955540029035e-02,-1.335068736096900466e+01
3.213015991061456134e-02,-4.620442546376946069e+01
3.236061058169566879e-02,-9.362065538853769908e+01
3.264020880614906805e-02,-1.831273186148063559e+01
3.299610833556960304e-02,-1.401898014232738774e+02
3.330027516717269653e-02,-1.229956214765515199e+01
3.339463694250251191e-02,-6.303503586946312964e+01
3.352734734631992314e-02,-2.596502595486605003e+01
3.385191575830402005e-02,-2.539730246275961889e+01
3.419947236704977411e-02,-1.976132139591690873e+01
3.440344011421400672e-02,1.521438810891950766e+01
3.471207307977505763e-02,9.952563587933838107e+00
3.507076505908243019e-02,-5.983449163915466329e+00
3.535697032584265986e-02,-7.712384409375161454e+01
3.559118226218431491e-02,-2.187929379671160746e+01
3.592806477473661775e-02,-4.853060490994653975e+01
3.626634776958003598e-02,-1.742149885908261808e+01
3.644190642064638885e-02,-3.819525361037356959e+01
3.650398002204319897e-02,-4.081815438727876000e+01
3.678547407081855097e-02,-8.060977815194104323e+01
3.714433190158413639e-02,-1.054121461119272851e+00
3.741006895121676279e-02,2.765547387850730843e+01
3.765760342422522916e-02,-8.323649692454360149e+01
3.800420675729040965e-02,-4.336564177265245235e+01
3.833087940965058255e-02,-3.316489883387063742e+01
3.847560412745099079e-02,-1.107067526073812758e+01
3.855936539843825284e-02,-1.644850075388504251e+01
3.886006674901380797e-02,-4.459993926486660598e+01
3.921640608096192693e-02,-4.925805621658341238e+01
3.945929746242978625e-02,-5.222011901118150945e+01
3.972658528835645853e-02,-2.468305976188744921e+01
4.008008552469511515e-02,-5.952000674336321850e+01
4.039237278428015748e-02,-2.492010297183711032e+01
4.050421522926484635e-02,-4.221020070405145930e+01
4.061834804853745734e-02,1.981026104269645316e+01
4.093558567798685072e-02,1.330836529178647254e+01
4.128674955594875684e-02,-8.937613636250674176e+01
4.150439005290360722e-02,-8.109848979920286638e+01
4.215512874133824084e-02,4.294777653290893227e+01
4.245077421386731636e-02,-3.350348252140200600e+01
4.268066956984565424e-02,-8.564605829863847930e+01
4.301160956541749680e-02,-2.439271433130052458e+01
4.335489105666448517e-02,-6.308459212256423143e+01
4.354508757973477723e-02,-3.017035888908115027e+01
4.359952090792932472e-02,-1.324986600470534768e+02
4.387021388048852055e-02,-9.127449038703883843e+01
4.422940526519127807e-02,-3.208241033503256290e+00
4.450572015793893138e-02,-6.164580436740507707e+01
4.474574948225908816e-02,-7.059797794140010296e+01
4.508771785939384019e-02,9.113868607357744622e+00
4.542068250144998959e-02,-1.748818049784883755e+01
4.558113978491937224e-02,2.543873567684151737e+01
4.565296567418162393e-02,1.893803409247496461e+01
4.594432825492482386e-02,-2.519499398834224024e+01
4.630227205164950260e-02,-6.494034520843072755e+01
4.655693370379244966e-02,-3.969156700733833532e+01
4.681356409271231200e-02,-6.424159731066581003e+01
4.716381134520426788e-02,-6.934246834511270663e+01
4.748374369064548711e-02,-6.835649708170078043e+01
4.771009767374598254e-02,4.187288015033985289e+01
4.801946365240074982e-02,-5.937079253293120473e+01
4.837348772760854260e-02,-5.159615907168735305e+01
4.860422308567930588e-02,-6.072562057746200281e+01
4.888344999537246743e-02,-1.916034423299350919e+01
4.923939580031147512e-02,-8.768342423759456494e+01
4.954377957154517537e-02,-3.395023433716559680e+01
4.963834643997287049e-02,-8.609523934288709768e+01
4.977081843231909858e-02,-2.765343642541218117e+01
5.009519618916707939e-02,-3.802265260111070688e+01
5.044273798974692469e-02,-2.044544813917248405e+01
5.064708852799997690e-02,1.229843501393546035e+01
5.095538016533675968e-02,-5.814019343353127312e+01
5.131414063241147849e-02,-2.243082155284348289e+01
5.160042327183859273e-02,-6.018044921218823617e+01
5.183455043143040536e-02,1.060406985464723562e+01
5.217134372478308274e-02,-5.044096879602832928e+01
5.250979183067642359e-02,4.539567320049897603e+00
5.268559296545958365e-02,-3.828598765487356559e+01
5.274744370395941656e-02,-6.341199919035478416e+01
5.302877005025581625e-02,-1.064555762401164714e+02
5.338771821083346941e-02,1.530039134589600280e+01
5.365355225395281730e-02,1.940518733367646576e+01
5.390103008572667137e-02,-1.378193485069845110e+02
5.424748718815346898e-02,-1.775545109761189622e+01
5.457426645930821274e-02,-4.901641037857729089e+01
5.471917109632444542e-02,-1.710752383199398707e+00
5.480279835341020367e-02,-1.098404260269081334e+01
5.510343380764744919e-02,-8.818387984976806138e+01
5.545980571756057437e-02,-3.595370810072218148e+01
5.570281371333499210e-02,-4.798893508584090029e+01
5.596991421596288208e-02,-7.415625471995923590e+01
5.632337002780379853e-02,-4.796825610253740990e+01
5.663578426741153887e-02,-7.556018936760722227e+00
5.674790362509878061e-02,-4.948102083468519652e+01
5.686183246188595414e-02,1.836531895005322212e+00
5.717886795987064952e-02,-9.872907141605935522e+00
5.753008551743398619e-02,-9.346963436052124052e+01
5.804085779187329042e-02,-7.287367821617874597e+01
5.839849987221751304e-02,-2.570905367860198965e+01
5.869421272190149252e-02,-1.844263675865320806e+01
5.892396962152854356e-02,-1.310145044264299230e+01
5.925488888566811385e-02,-3.240624630207467050e+01
5.959824589856125426e-02,-7.057995479908818481e+01
5.978867490983635902e-02,-1.963398676241290275e+01
5.984300050862390030e-02,-1.625011650183694201e+02
6.011359463667563519e-02,-9.137171134010469586e+01
6.047270605728246456e-02,3.189223068855717713e+01
6.074918828230492507e-02,-6.277632606355165734e+01
6.098918650947666997e-02,-6.654017156715319459e+01
6.133107677353623333e-02,-7.365370296996687216e+00
6.166405807477903789e-02,1.227321466679143214e+01
6.182468676276884484e-02,1.965067373266293771e+01
6.189633421363185950e-02,-8.135830792621590035e+00
6.218754019802054389e-02,-5.295078783451589999e+01
6.254558506047756816e-02,-3.814756663655938240e+01
6.280043292530686216e-02,-2.553580963049473240e+01
6.305682231132650473e-02,-6.484422275321310281e+01
6.340709362708807362e-02,-5.058748655129008398e+01
6.372706299294406129e-02,-8.381123220879693747e+01
6.395359578464794581e-02,4.120779939897900590e+01
6.426266856161766405e-02,-4.002038536643492961e+01
6.461681554460252386e-02,-1.782033599440069338e+01
6.484767677208354286e-02,-5.462964048486007584e+01
6.512685037237940511e-02,-4.304619958805933067e+01
6.548268363525748537e-02,-6.182768315887710031e+01
6.578720438202588505e-02,-4.592519627688584904e+01
6.588205556723908396e-02,-1.123721344670203166e+02
6.601421066483480204e-02,3.090752415957354060e+01
6.633847662003014567e-02,-7.351504361818861355e+00
6.668616205981933720e-02,-3.261626156292329881e+01
6.689065734789417794e-02,2.421426199838982996e+01
6.719876647458608576e-02,-6.778853463462741047e+01
6.755743624164459171e-02,1.091623014826126337e+01
6.784387584763038048e-02,-7.055469055172736148e+01
6.807791860067649581e-02,5.875497500618109825e+01
6.841454308093777859e-02,-3.072127146352965354e+01
6.875315666808518023e-02,-7.370953140184433039e+00
6.892911958208093604e-02,-3.487087681652845106e+01
6.899090701567149597e-02,-1.717722461269666212e+00
6.927206602969308846e-02,-9.032036019152033646e+01
6.963102455598688123e-02,-3.116173583495029931e+01
6.989703555668887180e-02,1.745665903007953546e+01
7.014437715333633749e-02,-4.907477384163971834e+01
7.049084721290831135e-02,-4.917646213886683881e+01
7.081765350896583600e-02,-2.811340093589187461e+01
7.096281728888553797e-02,6.460307309774648843e+00
7.104631053206979241e-02,3.080944446831601624e+01
7.134672127238932127e-02,-2.923967911039326850e+01
7.170304616637566963e-02,-5.436553645199460050e+01
7.194632922383190077e-02,-3.493109988084164286e+01
7.221324351377345074e-02,-3.246949058555159695e+01
7.256657493702070583e-02,-2.579595570406656435e+01
7.287927534443469635e-02,-3.233030403282377563e+01
7.299151168663264855e-02,-5.247100679572902493e+01
7.310515805765505082e-02,-1.064413155538179723e+01
7.342222946544207929e-02,1.188090658144069778e+01
7.377350107281099856e-02,-7.008027145571915639e+01
7.399157063637314125e-02,-6.862960059805800483e+01
7.428417154110965315e-02,-7.359203751278187156e+01
7.464179103900085710e-02,-5.037993678469465664e+01
7.493773082382743089e-02,8.496356498355339681e+00
7.516742886099499199e-02,-4.188169277752340491e+01
7.549816820591873090e-02,-1.039495185006789058e+01
7.584160037025387824e-02,-9.404419796021912248e+00
7.603226223993794775e-02,-6.260648733769080820e+00
7.608640088563084491e-02,-1.012152585232462059e+02
7.635689579897096679e-02,-1.044739537386929555e+02
7.671600684937365799e-02,1.619085148485410741e+01
7.723246434891069268e-02,-3.758264177666781336e+01
7.757435609378685037e-02,7.430494986415681069e+00
7.790743364810807925e-02,5.476757231281936811e+00
7.806839181778943426e-02,2.165394101583117958e+01
7.813986157066149518e-02,-2.987631760986708684e+00
7.843091132889981609e-02,-2.682457811686855820e+01
7.878889769910148166e-02,-4.453008147575765463e+01
7.904385218272534652e-02,-3.454376302902684159e+01
7.930023971772424962e-02,-2.670731203602283443e+01
7.965045513265948951e-02,-2.856013100349663603e+01
7.997046188913442544e-02,-5.932076368042604742e+01
8.019701430165813993e-02,1.103206365979936265e+02
8.050603265861812352e-02,-3.806518774218670131e+01
8.086022258528413609e-02,-5.086723688130234677e+01
8.109120894176710670e-02,-4.588699589025413417e+01
8.137017152569872569e-02,-3.585877133793768934e+01
8.172589187631172647e-02,-4.529821305743197968e+01
8.203054922841065966e-02,-3.766015070350015037e+01
8.212576469450529049e-02,-1.383830215787584734e+02
8.225760252714633958e-02,1.363896183548263252e+00
8.258175705089319807e-02,1.183805274895810555e+01
8.292942768251648777e-02,-3.198558409245322309e+00
8.344199433646015684e-02,-2.738361407894629451e+01
8.380065262719009478e-02,-3.343576480130394657e+00
8.408732842342216129e-02,-6.510431883199885306e+01
8.432128676992257932e-02,-4.335647966768885198e+01
8.465790162487601966e-02,-3.442059609426451061e+01
8.499660072918156783e-02,2.783218728730219027e+01
8.517272579259405063e-02,-2.966547895122406686e+01
8.523445029147949659e-02,-5.624357080658004548e+01
8.551544160302212982e-02,-8.894603351194962215e+01
8.587425167745264820e-02,-9.494690991984633399e+00
8.614051811901662914e-02,2.329545494594853494e+01
8.638772459115014180e-02,-8.204241573173121083e+01
8.673404804987959460e-02,-3.648646948939404666e+01
8.706096059452754499e-02,-5.233012397420910844e+01
8.720654233493009555e-02,2.144358109701371973e+01
8.728966426335410533e-02,2.101834045387107608e+01
8.758992951344356237e-02,-8.894702826522937755e+01
8.794644580297432401e-02,-4.521230777898566089e+01
8.818984436412467820e-02,-3.286160476745347836e+01
8.845657281158401941e-02,-3.314714148483499656e+01
8.880993903402117917e-02,-6.227880179721090315e+01
8.912268645736193262e-02,-1.053402664252800491e+01
8.923527819554176455e-02,-4.958797160115047120e+01
8.934864247100354762e-02,2.979002960667997968e+01
8.966543215343410200e-02,-1.208716002409904178e+01
9.001675744040445182e-02,-9.154696740087953799e+01
9.023504098196402645e-02,-5.072037594866518617e+01
9.052756488423779890e-02,-4.805243183503282722e+01
9.088508220578420116e-02,-7.420139732650099518e+00
9.118108936776568585e-02,3.513166787572075123e+01
9.141080887677381639e-02,-2.458869773969141193e+01
9.174144789637349306e-02,-3.955541374833781987e+01
9.227584882963123236e-02,6.124671455998154102e+00
9.232996082062550069e-02,-1.088540694693662658e+02
9.260011736737452925e-02,-7.741065991528905954e+01
9.295930764146484448e-02,4.130763988574592815e+01
9.323620264411210112e-02,-4.849467937795282069e+01
9.347582215244064352e-02,-5.467646184631469453e+01
9.381771500792923657e-02,1.208711682743057736e+00
9.415080885123297549e-02,2.212453250716173159e+01
9.431201727891823372e-02,1.377219755904768306e+01
9.438330970400350683e-02,-6.528995849075514002e+00
9.467420286588730527e-02,-7.480108961888109320e+01
9.503221070792955416e-02,-3.068478202072899563e+01
9.528743062792738305e-02,-3.319629558529157975e+01
9.554357790043437049e-02,-6.386124412549598617e+01
9.589365782065152610e-02,2.248356620437874653e+00
9.621394000901241361e-02,-6.536933209289053082e+01
9.644051278276424832e-02,3.479503386372151397e+01
9.674931716172681384e-02,-4.113052114673720894e+01
9.710347080838632738e-02,-2.481832656064941744e+01
9.733482107554658480e-02,-2.772540600015638290e+01
9.761349304922219139e-02,-9.475795671409770193e+01
9.796925856474122951e-02,-4.866223532906666094e+00
9.827405326257898643e-02,-3.667768001625049124e+01
9.836947345156735190e-02,-1.609260031816273226e+02
9.850099512986618122e-02,9.421155799049785173e+00
9.882511707564803349e-02,-1.663398162665696844e+01
9.917277215869711726e-02,-2.544249223113137504e+01
9.937779313666182668e-02,2.861499086126428892e+01
9.968530142202186584e-02,-1.053971980246037958e+02
1.000440278303149910e-01,1.859226039968575606e+01
1.003308602229015800e-01,-3.923185127785444593e+01
1.005646553093728218e-01,5.457135189179673773e+01
1.009011809451266367e-01,-4.452368465468481418e+01
1.012398856024944033e-01,4.019684383815835815e+01
1.014164108565906580e-01,-3.299258203448562909e+01
1.014778347497080763e-01,-2.007497841616245893e+01
1.017586579885676190e-01,-1.057329153261177339e+02
1.021176376164978361e-01,-1.219611978797718876e+01
1.023840010515485316e-01,1.507445169779408900e+01
1.026310723991681051e-01,-2.375333826465375608e+01
1.029773284807426470e-01,-4.373136422142209767e+01
1.033044264976686472e-01,-1.766243550138657525e+01
1.034501081931911148e-01,3.326931175418046394e+01
1.035330975885302152e-01,2.048374126761842717e+00
1.038332969422813556e-01,-6.494212463015180958e+00
1.041897654754770502e-01,-6.879635367529334644e+01
1.044333598746215869e-01,-3.287960572451176233e+01
1.046999817032863711e-01,-7.120583188824357990e+01
1.050532235371298556e-01,-8.375554669814988529e-01
1.053660179763973859e-01,-2.557766947075545971e+01
1.054788858868714735e-01,-4.314666384663823351e+01
1.055920480308685655e-01,4.419380684428375616e+01
1.059087940292096769e-01,2.530385279131408538e+01
1.062600930316855291e-01,-4.987203186523903042e+01
1.064785909214466808e-01,-3.902181795356618466e+01
1.067708790036783068e-01,-3.065562538595578701e+01
1.071283737427717042e-01,-5.613369399370959911e+01
1.074245271353915510e-01,2.431752281517596259e+01
1.076541096688650029e-01,-2.409494274668855240e+01
1.079847272166241101e-01,-2.471882208643361167e+01
1.083283881671225912e-01,-1.789959317377576298e+01
1.085194354193245309e-01,1.874947498836654347e+01
1.085734415319325186e-01,-1.041491994241416990e+02
1.088434984937658029e-01,-7.599256334844817218e+01
1.092026084335560310e-01,3.148050467260965490e+01
1.097192595498623774e-01,-2.497596032424720391e+01
1.100609147342880845e-01,-2.894311944112715196e+00
1.103941836841537266e-01,3.106402786623441159e+01
1.105557223339388301e-01,2.421303726274359747e+01
1.106266786136578945e-01,1.067868854986997462e+01
1.109174944028748083e-01,-5.456579416296403195e+01
1.112755233465534677e-01,-2.507539668639147123e+01
1.115309291090334914e-01,-2.310509984126962735e+01
1.117868364892527083e-01,2.198991702861974318e+01
1.121369397323311728e-01,-3.949343483111711350e+01
1.124572589411068357e-01,-7.853028048321331767e+01
1.126838524462909635e-01,8.420106998463516845e+01
1.129925224411478663e-01,-2.278160636259851657e+01
1.133467978849720115e-01,-1.898728163429730387e+01
1.135782736513383795e-01,-2.207304202062054799e+01
1.138568142025415120e-01,-4.246228685200748032e+01
1.142125460294830946e-01,1.179542777562936351e+01
1.145173977387596159e-01,-3.582585026828954966e+01
1.147443877325860367e-01,4.165250040522039399e+01
1.150683179126193167e-01,2.442291269222351957e+01
1.154161962287695159e-01,-5.968600246708533064e+00
1.156213608459435715e-01,3.777305143581877189e+01
1.159286884716794891e-01,-5.387989055460895571e+01
1.162873234395481042e-01,1.882665134611549718e+01
1.165742332048015917e-01,-4.703725116761425795e+01
1.168080242190272094e-01,-1.635333976490738195e+01
1.171444598951731086e-01,-6.940148016276737053e+00
1.174832496994948627e-01,4.270305954534592274e+01
1.176599367328037132e-01,-2.204069770828098740e+01
1.177212991720325980e-01,-5.421063294885897221e+01
1.180019543382090363e-01,-6.843227548791742265e+01
1.183609439616512410e-01,4.071462171673090324e+01
1.186274832436721438e-01,2.424905123921128336e+01
1.188744202071860684e-01,-4.252602118803849862e+01
1.192206885054974824e-01,-2.725590754359963341e+01
1.195478128069179802e-01,-4.664885940530716368e+00
1.196937532751397582e-01,5.062836634617262632e+01
1.197766108778022393e-01,-2.084606769314767405e+00
1.200765847772273659e-01,-4.445457902757521396e+01
1.204330055540880073e-01,-5.577241151477618786e+01
1.206769538683978293e-01,-1.557022050102663258e+01
1.209433110010969398e-01,-3.643536683561876544e+01
1.212964284463467768e-01,-1.967948723358148300e+01
1.216095083130122462e-01,-9.502926292981328515e+00
1.217225724316846752e-01,-3.473980249424357680e+01
1.218353743670459455e-01,2.908087460973263205e+01
1.221520763110934826e-01,-2.110536213861813337e+01
1.225035082168583894e-01,-6.652591662670292294e+01
1.227221404907251900e-01,-1.639166833622418551e+01
1.230141135292270316e-01,-8.626252482746288308e+01
1.233716649095550483e-01,-2.950431279324927658e+01
1.236680444969092130e-01,2.753031298530217441e+01
1.238975696487397415e-01,7.264311821630897725e+00
1.242280861307665102e-01,-3.164262934385320136e+01
1.245716626747192940e-01,1.272863907231247538e+01
1.247631008625012944e-01,2.496463456469477649e+01
1.248168430195519124e-01,-5.790649213288645569e+01
1.254459088554430723e-01,4.972795177904387742e+01
1.259625377595005591e-01,-5.162763847266216288e+01
1.266375585170744777e-01,3.016367704189448773e+01
1.267992674607675563e-01,2.732388951631747886e+01
1.268702070812999794e-01,2.158585080458408356e+00
1.271607863100664426e-01,-4.063618350935715995e+01
1.275188356149732360e-01,-9.576926711662991920e-01
1.277744272199354547e-01,-2.058432207940885661e+01
1.280302542658545983e-01,-1.211835957404261421e+01
1.283803012379025887e-01,4.314419794293478105e+01
1.287006570968889096e-01,-4.668399982443727225e+01
1.289272720739136069e-01,8.266740467344213528e+01
1.292358865381483257e-01,-2.474926972806379410e+01
1.295902045554494786e-01,-2.256300611669370682e+01
1.298218054508177843e-01,7.868574498637315173e+00
1.301001357260649915e-01,-7.869104645408242504e+01
1.304557539003332045e-01,5.145800262362776323e+01
1.307608214386278833e-01,-3.458121078914189184e+01
1.309878599291976475e-01,3.512018062945543306e+01
1.313116779373741660e-01,3.193192603645478300e+01
1.316594611110583624e-01,-4.412735440384452090e-01
1.318649285552253303e-01,4.653212710947762787e+01
1.321719959274453293e-01,-7.391578227256002265e+01
1.325305394548894622e-01,2.486280703362098166e+01
1.328176846699809510e-01,-1.689745851696233814e+01
1.330513931286815832e-01,6.555874144487106037e+01
1.333877388452195945e-01,2.640861272551475736e+00
1.337266930201829462e-01,7.054411658247161654e+01
1.339035418327043925e-01,-1.908543809847618178e+01
1.339648431882488888e-01,-2.683583945906065082e+01
1.342453299115380916e-01,-7.984849739661737544e+01
1.346041703427087177e-01,1.856457738580452599e+01
1.348709654357957699e-01,1.085165745640104262e+01
1.351178476090958147e-01,-1.897318783139478882e+01
1.354638893424687796e-01,-4.923515076216133934e+01
1.357911195222755441e-01,-4.564534522133456562e+00
1.359374775807760394e-01,6.819496806587110882e+01
1.360199649792907250e-01,1.501775288925699670e+01
1.363197930182816209e-01,-3.101879416378405807e+01
1.366764044502783715e-01,-7.329916825027370919e+01
1.369203894147988099e-01,-2.526572216943190341e+01
1.371865610752198705e-01,-6.585606415732137009e+01
1.375397921731430773e-01,-1.543201738063437745e+01
1.378529190557353235e-01,-2.019347691206707651e+01
1.379663385703896461e-01,-2.376576786311535017e+01
1.380788595208027325e-01,2.757504840644742217e+01
1.383952789990854915e-01,6.237701247235882818e+01
1.387467642142476976e-01,-4.221913681901057203e+01
1.389656896897995542e-01,1.724884292064743363e+01
1.392575072425593363e-01,-3.758488180205521445e+01
1.396150353000260302e-01,-4.734689017993343185e+01
1.399114023004391638e-01,5.683360615238441937e+00
1.401409504049268562e-01,-1.291168545236587306e+01
1.404712858571253442e-01,-4.155152609908174810e+01
1.408150160357994618e-01,9.685855282270949829e-01
1.410066074880986509e-01,3.663634974482299356e+01
1.410604033247506994e-01,-8.636224892788479224e+01
1.416892888712218967e-01,3.418654228481976531e+01
1.422059755271264103e-01,-1.698311843412181332e+01
1.425475529686811016e-01,-1.235233282703696034e+01
1.428809333499952150e-01,2.262139819175779110e+01
1.430428921814880794e-01,3.606731087191228369e+01
1.431136559550502951e-01,-6.849040184442323209e+00
1.434040778470539457e-01,-5.287610739002079896e+01
1.437621482535971495e-01,-1.621202731838522482e+00
1.440179249606332867e-01,-1.058290383704196813e+01
1.442735928187688643e-01,-3.301435466662727691e+01
1.446235831495822632e-01,4.298420065440566873e+00
1.449441344763585937e-01,-6.305850987375904992e+01
1.450743001756385486e-01,-8.078874024319837588e+00
1.451707709252238465e-01,6.833740441858360271e+01
1.454791714114611612e-01,4.439561740454678329e-01
1.458335316320351627e-01,-7.346897023086107481e+00
1.460654164739848271e-01,2.107107160043142358e+01
1.463434576197925885e-01,-5.380850911695933547e+01
1.466991209589668388e-01,6.802852106524426290e+01
1.470043247323879199e-01,-6.593793584142026987e+00
1.472311733082298790e-01,3.098051401462242893e+01
1.475549583682372323e-01,1.689278136174365841e+01
1.479028052170348606e-01,8.643653950368701544e-01
1.481084955240987988e-01,5.801556002671404144e+01
1.484152241595235733e-01,-7.658089292172931550e+01
1.487739142878101994e-01,4.681576123344299845e+01
1.490612160992562107e-01,1.383390075160306765e+00
1.492948416322277538e-01,-2.843211536474044010e+01
1.496310177952660525e-01,-7.856426605945543429e-01
1.499699775232916366e-01,1.034078284938289016e+02
1.501472261562926958e-01,1.990414894459391348e+00
1.502082287570899177e-01,-2.374704513175007747e+01
1.504885470374918710e-01,-6.074775200515247775e+01
1.508475562817539195e-01,4.541040366490278757e+01
1.511143676638234401e-01,2.356947215398363937e+01
